ID,tempo_desloc_minutos,faltas,cod_cor_favorita,quant_irmaos,horas_estudo,fez_atividade_extra,cod_letra_turma,nota_p1,nota_p2,nota_p3,recuperacao,situacao
35968,130,22,2,3,46,0,3,6.11,4.71,10.0,1,reprovado
35969,135,16,6,3,29,1,3,9.51,8.88,-1.0,0,aprovado
35970,131,22,6,4,39,1,0,1.61,6.28,9.88,1,reprovado
35971,119,12,5,1,36,1,2,8.58,6.7,-1.0,0,aprovado
35972,48,15,6,4,29,1,2,8.95,4.47,6.74,1,aprovado
35973,20,5,1,4,61,1,2,4.93,10.0,10.0,1,aprovado
35974,127,18,5,0,26,1,2,4.23,3.79,8.17,1,aprovado
35975,98,14,7,4,58,1,2,4.51,7.34,10.0,1,aprovado
35976,129,13,2,0,52,1,2,5.35,9.83,-1.0,0,aprovado
35977,50,10,1,2,49,0,1,4.34,6.26,6.92,1,aprovado
35978,49,5,2,4,34,0,0,0.76,2.22,5.21,1,reprovado
35979,70,8,0,2,36,1,0,4.2,8.42,5.22,1,aprovado
35980,78,12,3,2,36,0,1,1.98,4.53,4.55,1,reprovado
35981,115,12,1,1,44,1,3,9.15,10.0,-1.0,0,aprovado
35982,86,16,7,3,54,1,2,0.2,10.0,6.99,1,aprovado
35983,43,13,7,0,26,0,0,3.7,3.45,6.89,1,reprovado
35984,44,9,0,0,46,1,1,5.79,9.29,-1.0,0,aprovado
35985,39,12,3,4,26,1,0,8.86,4.08,5.46,1,aprovado
35986,77,13,1,4,32,0,3,2.99,6.01,4.18,1,reprovado
35987,125,20,3,0,49,0,2,5.73,10.0,-1.0,0,aprovado
35988,18,8,1,0,40,1,2,0.85,7.24,7.9,1,aprovado
35989,91,10,6,1,35,0,3,7.47,9.2,-1.0,0,aprovado
35990,26,11,1,1,24,0,1,5.07,7.64,-1.0,0,aprovado
35991,107,18,6,4,25,0,0,7.75,4.99,7.54,1,aprovado
35992,147,22,3,2,20,1,1,4.66,3.81,4.04,1,reprovado
35993,74,14,1,2,37,1,0,8.16,6.72,-1.0,0,aprovado
35994,130,14,6,4,47,0,2,9.48,4.12,10.0,1,aprovado
35995,55,13,5,3,39,1,2,0.11,8.86,6.88,1,aprovado
35996,39,5,2,0,34,0,1,2.1,4.04,6.79,1,reprovado
35997,26,9,7,4,74,1,2,4.76,10.0,10.0,1,aprovado
35998,40,10,1,2,46,0,1,4.06,6.78,5.82,1,aprovado
35999,38,12,0,2,56,1,3,0.53,9.64,7.52,1,aprovado
36000,102,18,0,2,21,1,3,6.53,7.92,-1.0,0,aprovado
36001,79,10,3,2,28,0,0,9.87,4.5,3.6,1,aprovado
36002,92,16,5,3,12,1,3,5.37,5.7,-1.0,0,reprovado
36003,26,7,5,4,30,1,2,0.6,3.88,4.05,1,reprovado
36004,104,18,7,4,49,0,0,7.18,4.7,6.74,1,aprovado
36005,102,20,1,1,52,0,0,1.8,4.16,9.14,1,aprovado
36006,131,18,1,0,39,1,0,9.56,8.57,-1.0,0,aprovado
36007,75,17,6,3,40,1,2,3.62,6.21,6.11,1,aprovado
36008,116,15,5,3,31,1,0,7.61,9.41,-1.0,0,aprovado
36009,105,16,5,0,38,1,3,9.95,8.2,-1.0,0,aprovado
36010,16,2,1,4,13,1,1,8.02,8.32,-1.0,0,aprovado
36011,91,9,0,3,64,1,2,2.8,7.59,10.0,1,aprovado
36012,82,8,3,3,45,1,1,4.65,9.8,6.66,1,aprovado
36013,20,10,5,2,54,0,3,5.06,7.34,-1.0,0,aprovado
36014,73,11,0,4,43,0,0,7.03,3.06,7.24,1,aprovado
36015,16,11,4,0,74,1,3,0.41,10.0,10.0,1,aprovado
36016,150,18,0,2,59,0,2,0.23,9.84,8.04,1,aprovado
36017,16,8,3,1,74,1,0,3.67,9.38,10.0,1,aprovado
36018,64,14,7,1,31,0,3,0.07,3.62,8.02,1,reprovado
36019,63,13,0,1,56,0,2,0.97,6.03,10.0,1,aprovado
36020,138,19,6,0,30,1,2,8.79,7.93,-1.0,0,aprovado
36021,44,11,2,2,26,0,0,1.7,4.45,4.64,1,reprovado
36022,43,10,0,1,45,0,3,3.23,4.89,7.64,1,aprovado
36023,123,21,4,3,7,1,3,6.77,5.42,-1.0,0,reprovado
36024,95,20,5,0,12,1,2,8.4,6.35,-1.0,0,aprovado
36025,116,14,1,3,38,1,1,7.26,7.26,-1.0,0,aprovado
36026,92,17,3,2,19,1,2,9.87,5.42,-1.0,0,aprovado
36027,93,10,5,2,21,1,2,7.8,9.18,-1.0,0,aprovado
36028,71,8,7,3,49,0,2,3.86,8.62,7.58,1,aprovado
36029,22,10,0,0,42,1,2,3.78,7.28,7.28,1,aprovado
36030,103,16,6,1,15,1,0,5.31,7.3,-1.0,0,aprovado
36031,34,10,4,3,36,0,2,5.34,5.51,-1.0,0,reprovado
36032,23,4,4,1,51,0,2,0.81,7.5,9.62,1,aprovado
36033,15,11,1,3,28,1,1,9.39,3.86,7.13,1,aprovado
36034,142,19,1,0,34,1,0,8.01,10.0,-1.0,0,aprovado
36035,19,6,0,2,44,0,0,6.4,9.49,-1.0,0,aprovado
36036,82,18,4,1,35,1,0,7.98,8.8,-1.0,0,aprovado
36037,92,11,6,2,32,0,0,4.91,4.69,5.97,1,reprovado
36038,111,18,2,3,13,0,0,8.44,5.9,-1.0,0,aprovado
36039,139,20,5,0,6,1,1,9.51,5.99,-1.0,0,aprovado
36040,101,15,5,4,55,1,1,1.18,10.0,7.2,1,aprovado
36041,35,4,3,0,59,0,1,0.68,5.94,10.0,1,aprovado
36042,118,22,2,2,37,1,1,8.15,4.3,5.18,1,reprovado
36043,73,15,5,0,68,1,3,1.56,10.0,8.76,1,aprovado
36044,125,14,5,3,48,0,0,1.45,7.28,9.68,1,aprovado
36045,72,16,6,2,71,1,3,3.73,10.0,10.0,1,aprovado
36046,19,10,1,4,14,1,3,5.85,6.78,-1.0,0,aprovado
36047,137,16,7,4,70,1,0,1.96,9.67,9.94,1,aprovado
36048,130,16,2,0,71,1,2,3.87,8.86,10.0,1,aprovado
36049,63,6,3,4,20,1,0,8.02,9.02,-1.0,0,aprovado
36050,34,5,1,2,39,0,2,4.28,5.8,8.12,1,aprovado
36051,31,11,3,0,34,0,2,9.25,8.34,-1.0,0,aprovado
36052,147,17,3,0,35,1,0,8.8,8.28,-1.0,0,aprovado
36053,82,9,6,3,49,0,3,1.59,7.68,9.3,1,aprovado
36054,64,14,3,1,65,1,0,1.15,10.0,10.0,1,aprovado
36055,41,14,6,0,50,0,3,2.86,4.58,8.7,1,aprovado
36056,98,11,4,2,36,1,1,6.64,10.0,-1.0,0,aprovado
36057,106,17,6,2,14,1,3,9.17,5.52,-1.0,0,aprovado
36058,111,21,4,4,19,1,2,6.04,7.68,-1.0,0,reprovado
36059,132,21,6,4,46,0,2,5.09,7.13,-1.0,0,reprovado
36060,45,5,0,1,19,1,1,7.23,6.16,-1.0,0,aprovado
36061,22,10,7,4,54,0,0,3.29,5.33,7.57,1,aprovado
36062,74,10,5,1,75,1,1,1.38,10.0,10.0,1,aprovado
36063,108,12,7,4,36,1,3,3.17,6.84,6.92,1,aprovado
36064,96,17,1,2,37,1,0,9.55,9.38,-1.0,0,aprovado
36065,36,7,6,4,40,1,0,7.81,7.47,-1.0,0,aprovado
36066,60,11,4,0,40,1,1,2.63,4.63,8.79,1,aprovado
36067,31,6,6,1,33,1,1,7.68,8.9,-1.0,0,aprovado
36068,72,15,5,0,12,1,0,9.62,5.72,-1.0,0,aprovado
36069,40,7,0,4,30,0,1,6.32,3.78,4.74,1,reprovado
36070,59,10,0,0,22,1,1,7.72,7.36,-1.0,0,aprovado
36071,76,18,4,1,15,1,0,7.78,6.48,-1.0,0,aprovado
36072,54,12,3,4,68,0,3,4.49,10.0,10.0,1,aprovado
36073,106,15,4,1,22,1,3,3.19,6.12,6.58,1,aprovado
36074,88,17,0,0,26,0,0,7.05,6.85,-1.0,0,aprovado
36075,148,25,7,0,1,1,3,7.33,5.5,-1.0,0,reprovado
36076,146,23,7,2,28,1,2,7.25,4.41,4.57,1,reprovado
36077,141,24,5,3,36,1,2,3.83,7.22,7.72,1,reprovado
36078,34,5,7,0,34,0,0,4.47,3.74,8.53,1,aprovado
36079,118,17,2,2,71,1,1,1.57,10.0,9.88,1,aprovado
36080,101,18,0,3,39,1,2,2.93,9.34,5.1,1,aprovado
36081,104,20,2,2,44,0,3,5.7,3.84,5.81,1,reprovado
36082,129,13,4,0,30,0,0,5.07,7.74,-1.0,0,aprovado
36083,44,7,4,4,65,0,0,3.42,9.66,8.44,1,aprovado
36084,90,14,0,1,51,0,0,2.98,4.8,9.6,1,aprovado
36085,89,11,1,4,33,1,1,9.71,10.0,-1.0,0,aprovado
36086,131,14,6,0,62,0,3,1.87,7.96,8.39,1,aprovado
36087,41,14,7,0,68,1,0,3.32,10.0,9.99,1,aprovado
36088,61,10,7,2,11,0,1,5.02,5.84,-1.0,0,reprovado
36089,137,18,3,0,28,1,3,9.44,9.63,-1.0,0,aprovado
36090,88,15,4,1,50,0,0,2.15,4.41,10.0,1,aprovado
36091,42,5,1,3,60,1,1,1.53,8.63,8.8,1,aprovado
36092,41,8,0,2,58,1,2,0.25,7.15,9.96,1,aprovado
36093,64,10,7,1,52,1,0,4.37,7.69,8.18,1,aprovado
36094,60,10,2,0,26,0,3,5.5,1.62,5.97,1,reprovado
36095,142,18,1,2,70,1,0,1.1,10.0,9.15,1,aprovado
36096,16,8,3,2,68,1,0,4.31,10.0,10.0,1,aprovado
36097,19,11,4,2,62,1,1,3.56,9.72,10.0,1,aprovado
36098,90,11,7,4,66,0,1,1.79,8.04,10.0,1,aprovado
36099,110,15,4,4,39,1,2,5.54,8.14,-1.0,0,aprovado
36100,68,14,7,2,18,1,0,6.59,7.83,-1.0,0,aprovado
36101,133,13,3,2,52,0,1,1.32,6.58,6.81,1,aprovado
36102,61,16,7,1,62,0,2,0.33,6.79,10.0,1,aprovado
36103,107,12,1,1,62,1,3,1.31,8.98,10.0,1,aprovado
36104,22,3,0,2,37,1,0,7.63,8.34,-1.0,0,aprovado
36105,75,13,2,4,36,1,3,6.65,9.66,-1.0,0,aprovado
36106,134,15,6,1,35,1,3,0.18,5.4,7.66,1,aprovado
36107,85,14,4,4,24,1,3,4.07,4.34,3.24,1,reprovado
36108,66,14,4,4,52,0,3,4.55,5.55,10.0,1,aprovado
36109,140,19,7,4,8,1,2,6.64,6.8,-1.0,0,aprovado
36110,33,8,1,2,15,1,2,6.4,6.65,-1.0,0,aprovado
36111,89,12,1,2,46,0,1,7.19,4.51,8.94,1,aprovado
36112,83,8,3,3,36,1,2,9.1,8.67,-1.0,0,aprovado
36113,116,16,1,4,39,1,2,8.54,10.0,-1.0,0,aprovado
36114,70,12,0,2,26,0,0,7.01,4.21,6.14,1,aprovado
36115,16,9,7,1,31,1,3,8.05,3.98,3.92,1,aprovado
36116,45,14,7,3,58,0,0,4.42,6.06,7.72,1,aprovado
36117,107,21,5,2,34,1,3,2.69,6.43,7.63,1,reprovado
36118,66,10,7,1,55,1,2,3.89,9.36,8.86,1,aprovado
36119,140,14,7,2,58,1,1,2.61,6.8,7.38,1,aprovado
36120,50,10,7,3,71,0,3,3.1,8.85,10.0,1,aprovado
36121,37,8,1,3,29,1,1,9.11,8.0,-1.0,0,aprovado
36122,62,7,2,4,35,1,1,9.23,10.0,-1.0,0,aprovado
36123,116,21,2,0,9,0,2,5.45,5.2,-1.0,0,reprovado
36124,41,5,2,1,80,1,1,0.79,10.0,10.0,1,aprovado
36125,53,15,1,1,58,0,3,2.34,9.34,8.5,1,aprovado
36126,119,13,4,4,24,1,3,5.22,5.15,-1.0,0,reprovado
36127,19,3,6,4,71,0,1,2.51,9.25,10.0,1,aprovado
36128,147,24,2,0,62,1,3,3.65,9.19,10.0,1,reprovado
36129,115,19,7,3,32,1,3,2.82,7.41,8.38,1,aprovado
36130,133,16,1,4,22,1,3,3.82,5.47,5.26,1,reprovado
36131,75,10,1,1,36,0,1,6.48,2.73,5.55,1,aprovado
36132,63,9,6,1,54,1,3,2.35,7.65,8.41,1,aprovado
36133,144,22,3,1,46,0,2,5.55,8.82,-1.0,0,reprovado
36134,15,6,6,3,38,0,0,3.13,6.04,8.47,1,aprovado
36135,59,13,3,3,21,1,2,9.45,9.04,-1.0,0,aprovado
36136,38,8,1,4,18,0,2,5.94,6.71,-1.0,0,aprovado
36137,47,11,4,2,74,1,1,4.09,10.0,10.0,1,aprovado
36138,102,15,3,3,60,1,0,1.63,10.0,10.0,1,aprovado
36139,73,7,5,2,78,1,0,0.67,10.0,10.0,1,aprovado
36140,101,14,3,0,54,1,1,4.6,9.11,9.24,1,aprovado
36141,90,15,4,2,50,1,1,0.34,7.22,7.24,1,aprovado
36142,74,13,7,2,60,1,0,0.83,10.0,10.0,1,aprovado
36143,139,18,0,1,39,1,1,7.12,7.74,-1.0,0,aprovado
36144,138,17,5,1,71,0,2,1.06,8.41,10.0,1,aprovado
36145,15,10,2,2,38,1,0,0.23,8.74,7.84,1,aprovado
36146,54,13,4,3,59,1,2,0.62,9.24,8.1,1,aprovado
36147,114,14,0,4,38,1,2,6.3,8.08,-1.0,0,aprovado
36148,70,15,3,4,24,0,2,4.06,1.36,7.68,1,reprovado
36149,149,25,1,3,20,1,3,2.93,2.43,6.66,1,reprovado
36150,99,14,1,3,44,1,2,3.74,7.57,10.0,1,aprovado
36151,59,10,4,3,70,1,0,0.6,10.0,10.0,1,aprovado
36152,134,20,7,1,23,1,1,9.4,5.52,-1.0,0,aprovado
36153,136,18,6,1,29,1,1,0.42,3.26,4.54,1,reprovado
36154,134,15,0,3,65,1,1,3.39,10.0,10.0,1,aprovado
36155,70,8,3,2,65,1,0,4.69,10.0,9.54,1,aprovado
36156,106,12,2,0,29,1,2,7.83,9.38,-1.0,0,aprovado
36157,123,15,6,2,71,0,3,1.11,7.84,10.0,1,aprovado
36158,35,13,1,3,59,0,1,1.16,9.56,7.46,1,aprovado
36159,24,2,4,0,55,1,0,4.96,8.25,10.0,1,aprovado
36160,84,15,1,0,37,0,1,6.93,8.22,-1.0,0,aprovado
36161,147,17,5,1,22,1,2,6.36,8.15,-1.0,0,aprovado
36162,146,19,6,4,28,1,0,4.24,7.13,6.67,1,aprovado
36163,91,12,4,4,30,1,1,4.24,4.89,4.29,1,reprovado
36164,36,4,5,3,39,1,0,4.1,8.38,9.09,1,aprovado
36165,84,12,0,0,74,1,2,4.42,10.0,10.0,1,aprovado
36166,92,9,2,2,50,0,1,6.83,4.26,9.31,1,aprovado
36167,74,16,6,1,31,0,3,8.39,4.3,4.36,1,aprovado
36168,82,10,6,1,64,0,0,3.88,8.41,10.0,1,aprovado
36169,39,10,3,1,62,0,0,3.78,9.69,10.0,1,aprovado
36170,65,8,3,0,59,1,2,1.97,10.0,8.52,1,aprovado
36171,55,11,4,4,74,1,0,4.28,10.0,9.38,1,aprovado
36172,95,14,2,3,35,1,0,8.8,10.0,-1.0,0,aprovado
36173,130,16,6,2,22,1,0,8.81,3.41,4.31,1,aprovado
36174,129,14,5,0,33,0,3,6.35,6.92,-1.0,0,aprovado
36175,45,6,6,0,38,1,3,7.38,8.8,-1.0,0,aprovado
36176,32,3,0,2,69,1,0,4.52,10.0,9.12,1,aprovado
36177,109,21,1,4,20,1,2,9.66,5.32,-1.0,0,reprovado
36178,62,13,5,4,4,1,2,7.42,5.08,-1.0,0,aprovado
36179,39,14,2,3,64,1,3,4.99,10.0,9.26,1,aprovado
36180,150,20,0,2,58,0,2,4.49,4.79,10.0,1,aprovado
36181,113,11,1,1,13,0,3,7.91,5.36,-1.0,0,aprovado
36182,49,9,7,2,46,1,3,4.17,9.28,7.14,1,aprovado
36183,122,16,4,2,69,0,2,1.7,8.62,10.0,1,aprovado
36184,78,11,4,2,44,0,1,3.06,3.03,8.91,1,reprovado
36185,72,7,1,2,39,1,0,4.18,7.96,7.04,1,aprovado
36186,142,18,5,0,39,0,3,8.69,8.57,-1.0,0,aprovado
36187,87,14,1,0,31,1,2,2.5,6.08,5.34,1,reprovado
36188,131,16,2,1,31,1,1,7.53,10.0,-1.0,0,aprovado
36189,89,11,1,4,56,0,3,2.52,5.35,10.0,1,aprovado
36190,92,17,5,1,28,1,1,8.63,8.86,-1.0,0,aprovado
36191,87,17,5,2,5,1,0,5.53,5.74,-1.0,0,reprovado
36192,127,16,7,3,39,0,0,1.86,5.16,6.16,1,reprovado
36193,98,15,6,0,26,0,0,4.46,2.53,4.36,1,reprovado
36194,96,13,0,0,51,0,3,3.79,5.96,10.0,1,aprovado
36195,119,13,7,3,26,1,3,2.56,4.58,7.36,1,reprovado
36196,18,6,2,2,48,0,0,0.11,5.11,8.27,1,aprovado
36197,66,16,2,1,42,0,0,1.69,7.61,5.64,1,aprovado
36198,119,21,4,3,12,1,1,7.08,8.09,-1.0,0,reprovado
36199,128,19,2,4,60,0,0,2.48,6.85,10.0,1,aprovado
36200,43,8,0,3,48,0,2,3.7,6.23,8.81,1,aprovado
36201,117,13,7,2,10,1,0,6.47,6.15,-1.0,0,aprovado
36202,48,15,0,3,28,1,2,1.83,4.25,8.49,1,aprovado
36203,74,11,4,0,35,1,1,10.0,9.8,-1.0,0,aprovado
36204,126,18,2,1,11,1,3,8.7,8.2,-1.0,0,aprovado
36205,128,20,5,0,40,1,0,8.3,10.0,-1.0,0,aprovado
36206,150,18,5,0,45,0,0,1.43,3.94,8.68,1,aprovado
36207,38,13,5,0,45,1,1,5.37,9.25,-1.0,0,aprovado
36208,45,6,6,1,32,0,2,8.33,6.3,-1.0,0,aprovado
36209,115,19,7,1,10,1,2,6.79,7.34,-1.0,0,aprovado
36210,117,20,7,1,17,1,2,8.92,8.76,-1.0,0,aprovado
36211,147,16,4,0,34,1,0,7.86,10.0,-1.0,0,aprovado
36212,93,12,1,1,50,1,2,5.66,8.29,-1.0,0,aprovado
36213,85,14,6,0,32,0,2,9.52,6.21,-1.0,0,aprovado
36214,105,13,6,0,62,0,3,4.37,7.75,10.0,1,aprovado
36215,76,15,0,1,26,0,3,6.35,2.6,7.56,1,aprovado
36216,68,16,3,1,28,0,1,1.82,5.8,7.8,1,aprovado
36217,74,16,1,4,36,0,3,1.23,5.28,4.94,1,reprovado
36218,131,17,5,4,27,1,1,9.7,8.02,-1.0,0,aprovado
36219,111,17,2,2,26,1,0,0.8,3.2,8.0,1,reprovado
36220,44,9,4,3,17,1,1,9.03,8.64,-1.0,0,aprovado
36221,39,9,7,2,12,1,3,6.32,6.85,-1.0,0,aprovado
36222,100,16,3,1,13,1,2,6.9,7.08,-1.0,0,aprovado
36223,141,24,7,3,42,0,0,5.7,7.63,-1.0,0,reprovado
36224,135,20,3,0,32,1,0,1.31,7.52,5.31,1,aprovado
36225,48,7,1,2,65,1,0,0.38,9.64,10.0,1,aprovado
36226,34,5,3,1,50,0,0,5.39,7.33,-1.0,0,aprovado
36227,42,13,6,2,44,0,1,2.46,3.84,6.37,1,reprovado
36228,101,16,5,3,62,0,1,1.78,5.54,7.85,1,aprovado
36229,51,13,3,0,69,1,0,3.28,8.4,10.0,1,aprovado
36230,63,11,0,3,35,1,2,8.1,9.34,-1.0,0,aprovado
36231,97,16,7,2,52,0,2,3.56,5.46,9.13,1,aprovado
36232,130,14,3,3,29,0,3,6.27,3.44,4.08,1,reprovado
36233,98,11,6,4,10,1,1,8.19,8.24,-1.0,0,aprovado
36234,44,5,1,3,50,1,0,4.87,8.11,8.31,1,aprovado
36235,144,16,1,2,21,1,2,5.58,8.82,-1.0,0,aprovado
36236,146,23,0,3,28,1,1,8.49,4.3,4.13,1,reprovado
36237,64,9,5,4,60,1,0,4.18,8.82,7.73,1,aprovado
36238,87,14,0,0,41,1,3,8.98,8.91,-1.0,0,aprovado
36239,24,8,1,3,46,1,3,7.3,8.36,-1.0,0,aprovado
36240,49,11,1,2,31,1,0,5.54,7.64,-1.0,0,aprovado
36241,143,22,6,2,29,1,2,6.49,6.28,-1.0,0,reprovado
36242,89,13,0,3,20,0,3,7.2,5.15,-1.0,0,aprovado
36243,104,12,0,2,69,1,3,3.56,10.0,9.72,1,aprovado
36244,145,23,3,3,21,1,3,7.27,8.43,-1.0,0,reprovado
36245,56,12,1,3,65,1,0,0.19,9.56,10.0,1,aprovado
36246,15,12,0,3,41,0,3,7.57,4.31,10.0,1,aprovado
36247,59,11,2,1,43,1,0,7.31,10.0,-1.0,0,aprovado
36248,149,19,2,4,54,1,1,1.73,7.79,9.49,1,aprovado
36249,16,7,1,3,30,1,1,0.96,6.36,7.7,1,aprovado
36250,119,18,3,0,24,1,0,3.38,2.63,5.09,1,reprovado
36251,85,9,0,1,15,1,1,6.81,6.14,-1.0,0,aprovado
36252,31,6,1,4,29,0,1,3.77,3.42,4.49,1,reprovado
36253,43,7,0,2,24,1,2,9.33,7.05,-1.0,0,aprovado
36254,22,8,0,0,27,0,3,7.04,4.86,7.84,1,aprovado
36255,142,24,0,1,48,0,2,2.97,5.34,10.0,1,reprovado
36256,100,11,2,1,52,0,0,4.42,4.87,9.91,1,aprovado
36257,108,19,3,2,40,0,0,1.35,4.95,9.1,1,aprovado
36258,61,8,2,0,54,0,3,2.94,5.87,10.0,1,aprovado
36259,27,6,0,4,30,0,3,5.25,8.52,-1.0,0,aprovado
36260,42,10,6,4,58,1,1,0.43,7.19,7.73,1,aprovado
36261,82,14,7,1,33,0,2,8.21,6.04,-1.0,0,aprovado
36262,106,18,0,1,33,0,2,9.95,3.74,4.88,1,aprovado
36263,120,20,5,0,40,1,0,8.58,8.04,-1.0,0,aprovado
36264,119,12,6,0,48,0,1,5.67,9.44,-1.0,0,aprovado
36265,36,11,5,2,38,0,2,0.16,6.69,5.06,1,reprovado
36266,31,8,2,3,8,1,0,8.59,7.75,-1.0,0,aprovado
36267,15,3,1,4,49,1,0,3.23,9.12,10.0,1,aprovado
36268,48,6,1,0,37,0,2,9.84,7.6,-1.0,0,aprovado
36269,30,6,5,0,32,0,2,7.07,8.58,-1.0,0,aprovado
36270,101,13,6,1,32,1,3,6.32,6.03,-1.0,0,aprovado
36271,136,21,5,2,2,1,0,5.42,6.99,-1.0,0,reprovado
36272,89,16,4,1,31,1,2,7.05,9.36,-1.0,0,aprovado
36273,121,17,1,0,28,1,3,4.52,7.21,3.59,1,reprovado
36274,150,24,2,2,39,1,1,3.48,8.98,5.8,1,reprovado
36275,108,13,7,2,39,1,2,7.78,10.0,-1.0,0,aprovado
36276,57,8,7,0,12,0,3,7.07,5.38,-1.0,0,aprovado
36277,53,9,1,4,41,1,1,7.35,10.0,-1.0,0,aprovado
36278,124,22,4,4,0,1,1,7.5,6.41,-1.0,0,reprovado
36279,139,21,7,3,17,1,2,9.47,6.64,-1.0,0,reprovado
36280,61,6,0,1,44,1,3,9.17,9.42,-1.0,0,aprovado
36281,64,6,6,2,22,1,2,6.13,6.65,-1.0,0,aprovado
36282,104,20,3,3,40,0,1,0.2,3.82,7.67,1,reprovado
36283,17,4,7,2,74,0,0,1.01,8.97,10.0,1,aprovado
36284,47,11,0,3,51,0,0,4.36,5.72,10.0,1,aprovado
36285,147,22,1,2,59,1,0,2.86,8.12,10.0,1,reprovado
36286,107,16,2,2,26,0,1,1.38,1.87,6.58,1,reprovado
36287,90,19,4,1,46,0,2,4.79,8.22,6.29,1,aprovado
36288,103,16,3,3,42,1,3,6.48,10.0,-1.0,0,aprovado
36289,20,9,4,3,65,1,0,1.87,10.0,10.0,1,aprovado
36290,127,14,6,2,72,1,0,3.2,8.77,10.0,1,aprovado
36291,79,10,4,2,27,0,2,6.16,6.16,-1.0,0,aprovado
36292,57,6,7,4,48,1,2,1.37,9.57,9.11,1,aprovado
36293,79,18,5,1,21,1,1,6.69,8.25,-1.0,0,aprovado
36294,73,17,3,1,32,0,0,3.32,4.4,6.12,1,reprovado
36295,107,13,5,0,55,0,1,1.48,6.5,9.8,1,aprovado
36296,112,12,1,4,69,1,1,4.62,8.96,10.0,1,aprovado
36297,72,7,4,0,65,0,0,1.0,10.0,10.0,1,aprovado
36298,81,12,5,1,34,0,3,0.34,5.82,5.46,1,reprovado
36299,34,10,6,1,39,1,0,8.71,10.0,-1.0,0,aprovado
36300,148,19,3,0,25,1,3,8.64,5.52,-1.0,0,aprovado
36301,24,6,6,3,39,1,3,7.59,10.0,-1.0,0,aprovado
36302,24,6,0,4,59,1,0,1.19,8.25,8.9,1,aprovado
36303,46,15,0,4,48,1,2,0.15,7.15,6.59,1,aprovado
36304,81,13,0,1,29,1,2,2.94,4.06,3.82,1,reprovado
36305,149,15,0,3,48,0,0,1.51,5.45,10.0,1,aprovado
36306,82,16,1,0,54,0,1,2.66,5.2,10.0,1,aprovado
36307,87,14,3,2,39,1,2,2.38,5.24,7.06,1,aprovado
36308,147,20,0,1,15,0,0,7.05,6.28,-1.0,0,aprovado
36309,58,7,4,2,42,0,2,8.39,2.91,10.0,1,aprovado
36310,47,7,6,2,74,0,3,3.82,7.1,10.0,1,aprovado
36311,22,12,4,4,42,0,3,6.7,3.23,9.29,1,aprovado
36312,90,10,5,2,76,0,2,2.01,9.29,10.0,1,aprovado
36313,84,15,0,1,28,1,2,1.65,6.02,6.45,1,aprovado
36314,49,5,3,0,50,0,2,4.83,8.02,10.0,1,aprovado
36315,107,17,1,2,31,1,0,8.42,8.06,-1.0,0,aprovado
36316,49,15,2,4,44,0,1,8.45,3.4,10.0,1,aprovado
36317,99,12,2,3,56,1,0,2.49,7.46,7.81,1,aprovado
36318,86,14,4,2,24,1,2,6.09,4.33,6.87,1,aprovado
36319,70,13,0,2,41,1,0,7.45,4.84,6.22,1,aprovado
36320,77,14,7,0,58,1,1,1.95,9.3,10.0,1,aprovado
36321,111,21,7,1,31,0,2,0.75,3.72,5.32,1,reprovado
36322,110,13,2,3,38,1,2,0.75,7.73,9.17,1,aprovado
36323,113,20,7,2,41,1,0,1.09,7.9,6.8,1,aprovado
36324,133,17,0,0,32,1,1,1.22,6.67,7.08,1,aprovado
36325,15,2,6,3,43,1,2,6.03,10.0,-1.0,0,aprovado
36326,112,20,4,1,15,1,2,9.34,7.14,-1.0,0,aprovado
36327,137,15,5,2,18,1,2,6.34,8.59,-1.0,0,aprovado
36328,46,9,4,1,25,1,2,7.48,5.66,-1.0,0,aprovado
36329,68,7,3,1,35,0,3,5.1,5.72,-1.0,0,reprovado
36330,25,11,0,4,50,0,3,4.59,5.48,6.61,1,aprovado
36331,69,7,7,2,46,1,1,1.38,9.28,6.17,1,aprovado
36332,24,6,2,0,61,1,1,0.28,7.74,10.0,1,aprovado
36333,97,20,1,1,22,0,1,8.84,1.63,5.04,1,aprovado
36334,85,10,5,3,35,1,2,6.95,4.16,5.08,1,aprovado
36335,131,19,2,1,41,0,0,1.65,3.82,5.34,1,reprovado
36336,101,10,7,4,40,0,2,7.57,4.35,7.63,1,aprovado
36337,57,13,1,3,23,0,1,9.6,6.08,-1.0,0,aprovado
36338,119,19,2,1,31,0,1,7.57,1.9,7.8,1,aprovado
36339,141,20,0,2,20,1,2,8.27,9.16,-1.0,0,aprovado
36340,33,10,0,1,33,0,1,9.26,6.4,-1.0,0,aprovado
36341,82,14,1,0,62,1,1,4.84,9.91,7.88,1,aprovado
36342,23,3,2,2,49,1,1,5.07,10.0,-1.0,0,aprovado
36343,120,20,3,3,24,0,3,6.45,1.39,6.77,1,aprovado
36344,144,22,1,2,20,1,2,8.47,3.55,6.95,1,reprovado
36345,84,15,0,0,48,1,0,4.85,10.0,8.75,1,aprovado
36346,141,16,5,0,30,0,2,9.61,2.2,5.58,1,aprovado
36347,21,6,6,1,29,1,3,9.87,6.18,-1.0,0,aprovado
36348,137,19,4,1,39,0,1,1.97,6.64,7.66,1,aprovado
36349,82,18,1,1,21,1,1,8.1,3.2,3.22,1,reprovado
